,classif,text
10,letter,"Highland
Eaptist

offering Hope

Church Sharing Faith

Touching Lives

January 18, 2009

Dear Applicant:

Thank you for your interest and application for the Highland Baptist Church Education Scholarship.
Our Church members support the continuing education and development of Christian men and
women and have contributed the funds for this scholarship. Awards may vary based on
investments and contributions received. In the past, awards have been made in the 100 to 500
dollar range.

The Highland Baptist Church Education Scholarship Application is also available online at
www.highlandbaptistchurch.org. You may prefer to print a paper copy from the website. Paper
applications are also available in the Church Office.

When completing the Scholarship Application please be aware of the following:
* - Only fully completed applications will be considered.
* - Applications mailed or hand delivered to the Church must be date stamped ""received"" by
the Church Administrative Assistant no later than noon on April 17, 2009.
Please include the three (3) essay points listed on page 2, Section 2.
Don't forget to include the attachments listed on page 2, Section 3 of the Scholarship
Application.

Mail your completed paper application to:
Highland Baptist Church

Attention: Education Scholarship Committee
8524 Crowder Road, Raleigh, NC 27603
or

Email: info@highlandbaptistchurch.org.

Questions concerning scholarship applications may be directed to Carolyn Braxton @ 779-7424 or
to any Scholarship Committee member. All recipient(s) will be informed by mail of the Education
Scholarship Committee's decision. Scholarship recipients will be announced in June, 2009.

We look forward to reviewing your application and essay. We pray that you will find God's
direction in your life as you continue your educational goals.

In God's Love,
The Education Scholarship Committee
Clara Rush, Lisa Randall, Gloria Fish, Brent King, Charlotte Lewis"
11,letter,"Scholarship cover letter

Few people can cook up savvy cover letters, especially when applying for a
scholarship when you are a single mother. Not because you are single mom. However,
because I have already forgotten what it's like to do something that does not involve
household or children matters. Don't worry, you're not alone, writing cover letters for
scholarship application is not easy for everyone too.

Scholarships for mothers program has already been spread widely across the country.
So when a mother will take an interest in this, she'll have to go through the process of
applying. Since eligibility is being a mother, check. Now when ask for filing an
application, this will involved not just government forms to fill up but also a cover
letter.

A cover letter is needed to serve as an introduction of one's intent for submitting
attached documents. It does suppose to complement with the accompanying
documents. For application of scholarships, a poorly written cover letter may cost an
applicant the chance of availing a scholarship grant.

In order to ensure a scholarship, follow simple guidelines that would lead to write a
winning cover letter. When about to write, take note of what program of study you are
applying a scholarship for. This will matter in your letter, if you are not sure of this,
don't apply. Just remember your letter will be direct, brief but respectful.

Now it should start with the usual format for writing formal letters, like letterhead,
addressee and destinations address. Start with proper salutations, then the body of the
letter.

In the body of the letter, the first lines of the paragraph should be mentioning the
reason for applying scholarships for mothers program. What program of study you
have chosen. Explain your situation briefly but formally. Do not inject too much
drama, lest it sounds deliberate and fake.

In the middle of the body, explain how availing a scholarship will greatly affect your
life as mother in supporting your family. It is wise also to mention that availing
scholarship for mothers program will give you deep self-satisfaction.

The concluding part of the letter should mention about appreciating this government
program. It's also good to mention gratitude for such an opportunity that even mothers
like you are given attention by the government. Then include your hope for a
favorable response, and then wait."
12,letter,"Letter of Motivation

SEFI's member of the Administrative Council

SEFI has evolved over the years to become a leader in engineering and engineering
technology education. We are now at a critical moment in our history - SEFI's global
efforts have positioned us as a leading organization in Europe and also worldwide.
Through our cooperation with the International Society for Engineering Education
(IGIP), the Asociacion Iberoamericana de Instituciones de la Ensefianza de la
Ingenieria (ASIBET) and as a founding member of the International Federation of
Engineering Education Societies (IFEES), we have had a significant global impact on
engineering education. SEFL can help shape the future of engineering and
engineering technology education in a time of constantly changing demands. We
can make SEFI the voice of engineering and engineering technology education. If
this is to occur, however, we must communicate with one another and provide
services that address the needs of every SEFI member.

Our society's accomplishments so far are excellent, yet, by talking to SEFI members
other opportunities for improving engineering and engineering technology education
can be addressed, e.g. attract increased research funding, increase communication
with the public and government officials, strengthened student associations'
interaction, support more closely the engineering professionals...

The Administrative Council plays a significant role in the life of SEFL since it is
responsible for the general policy of the Society. It is important to maintain the
efforts to advance the overall SEFI's agenda by supporting the existing working
groups and in some cases by creating new workgroups. It is also important to
expand our outreach, and engage SEFI's membership in our mission of educating
tomorrow's leaders.

As a senior engineering educator I have served in several positions on international
cooperation efforts. These included leadership roles in the field of engineering and
engineering education. With such varied experience in I feel confident that I can add
some value by serving as a member of the Administrative Council.

Members are involved because SEFI provides an opportunity to meet and talk with
peers. I know that we all agree on the elevating of the status and the enhancing of
the role of our profession. I am committed to help SEFI to maintain a leading
position on the future of engineering and engineering technology education.

Lisbon, January 2008

José Carlos Quadrado
ISEL, Portugal"
13,letter,"Sample Letter of Application / Motivation

Phone: (+49-6131) 999116 55118 Mainz
e-mail; medicusr@asklepios.de Rheinallee 24
Germany

January 19th, 2004

The Secretary

Admissions Office

Banting University Medical School
2000 Inuit Drive

Cattoona, (Province) SL3 7NV
Canada

Re: Medical Clerkship

Dear Madam or Sir,

I am a 4th year medical student at Mainz University in Germany. I would like to apply for an
elective period (one month) at Banting University Medical School, preferably in the paediatrics
department.

The clinical subjects that I studied during the last three semesters were the physical
examination of patients, emergency medicine, general pathology, clinical chemistry,
pharmacology, microbiology, public hygiene, industrial medicine, forensic science, and internal
medicine.

Paediatrics is, however, my preferred branch because it includes nearly all major medical
fields, and, besides, I enjoy working with children. I have already gained more than average
experience in this area, having worked in the University's paediatrics department as a part-time
auxiliary nurse since November 2002. I have already completed elective periods in gynaecology
and obstetrics at another Mainz hospital (Hildegardis Hospital), where I attended and assisted
at several births.

As I am seriously considering specializing in paediatrics after I qualify as an M.D., I am
keenly interested in acquiring more theoretical knowledge and practical skills in this area,
especially in the taking of medical histories and nursing care. I would hope to being given the
opportunity to learn a great deal from clinical staff at Banting University Medical School,
helping with history taking and P.E., also being present at rounds and when various medical
procedures are performed. In addition, I would hope to be able to take part in appropriate
programmes of further education, should these be on offer,

It might be appropriate to mention that I am reasonably familiar with laboratory work,
Experimental work is required for my doctoral thesis which is under way at the institute of
human genetics.

It is my hope learn more about medical education and health care systems in other countries,
and to experience other methods of hospital organisation and provision of medical care. Canada
is my first choice as a foreign country for my clerkship, both because fellwo students have
spoken very highly of medical education there, and because I visited Canada in summer 1996
and fell in love with the country. I am very eager to return, if possible, this summer.

I enclose a curriculum vitae and a reference from the Dean of the Mainz University Medical
School. Please contact me if you require any further details or documents (e.g. certificates for
courses I passed). I hope to hear from you in the near future.

Yours faithfully,"
14,letter,"Confirmation Letter of Job Transfer

Mr.All khan,
Falcon's Agency
Subject: Confirmation Letter of Job Transfer

Dear All khan,

This ette is to confirm you that according to your request for a transfer from the
Marketing department to the Accounts department have been approved. Your
working skils are considered and you will work in that department on probationary
period. Your timing schedule is the same from 9 am to Spm. You will not be capable
of get any alowance unt the probationary period wil come to an end

You are directed to folow the reguaons of the department; furthermore you are
directed to be within your limed area. You wil not be alowed to interfere in any
matter of Marketing Department. Your new job transfer contract is atached. Do
consider al the terms and conditions and signature on that, Hope that you will be
sincere to the departmental work

As discussed in our meeting, you are scheduled for training session at 9 am. on
June 14. The department head has been informed that you will report to him
immediately after the two-hour training session. Mr. Ansan wil be avalable for your
guidance at your new work station. You wil continue your Job afterthe session as a
regular employee. We hope that you will work wth pure devation

Wishyou best o luck

Director,

Falcon's Agency"
15,letter,"Internship cover letter

Margaret Smith
Tob Street . 5
11111 London

ILS
Mery Wills. HHRRR dpt.
C/ Alberto Aguilera 45 - 1°
28015 Madrid, Spain
October 14"", 2003

Dear Ms. Wills

I am a student of International Business Administration who graduates with a Bachelor of Business Administration
at the end of December.

According to your advertisement at www.monster.com, you are currently seeking for an internship with very good
computer knowledge and good language skills.

Through my study time at the university, I have achieved a very good knowledge of MS-Office programs such as
Word, PowerPoint; Outlook and Internet.

I speak English as my mother tongue and my German skills are very good. Additionally, I have improved my
German skills during two intensive courses at the German Centre in Munich, Germany.

I have basic knowledge of Spanish and am a fast language learner. Through my strong organizational skills and my
ability to work independent as well as in team situation, I could support your team well in its daily work.

Before starting my MBA, I have earned working experience with the Deutsche Bank. During this time I consulted
customers and assisted the CEO with his daily work. Further more, I created in-house presentations with PowerPoint
and gained good telephone skills.

Due to my personal skills and my high motivation, I would be delighted to start my training with. ILS.

Yours sincerely,

Margaret Smith"
16,letter,"COOPERATIVE EXTENSION
WASHINGTON STATE

w UNIVERSITY Agriculture and Natural Resources
TG

MEMORANDUM

Date: October 7, 2003

From: Ed Adams, Director of Agriculture and Natural Resource Programs
To: County Chairs with WSU Master Gardener Programs

Subject: Master Gardener Memorandum of Agreement (MOA)

Last March I sent a notice to county chairs requesting completion of a MOA with Master
Gardener non-profit organizations by July 1, 2003. In addition, each chair received copies of
the attached template for the MG MOA and an example of a demo garden MOA.

As you read the attached statement from the Assistant Attorney General (AG) urging the
completion of these MOAs, please note that this process pertains to ""each MG organization,
no matter what their IRS designation or status ... if the MG group uses any WSU resources
(use of the WSU MG name and logo, staff time, office space, office equipment and supplies
and use of any WSU internet networks, etc).""

Some counties have combined WSU MG programs and may not require separate MOAs.
Each of these county chairs needs to make copies of the signed MOA and forward the original
to the Assistant AG. The AG Office will forward the originals to Business Affairs for final
signature and archiving.

Because each demo garden MOA is unique, chairs need to work directly with the Assistant
AG to discuss whether or not they need a demo garden MOA. The chair should be prepared
to provide the names of the various agencies that partner with their MG volunteers at each
demo garden and how those partners are involved. The Assistant AG will assist in
customization, review, approval, and finalization of an approved demo garden MOA.

Please direct general questions to me and MOAs and specific questions to the Assistant
Attorney General, Washington State University, PO Box 641031, Pullman, WA 99164-1031,
509.335.2636.

EBA:ll

Enclosures

   

 

North 668 Riverpoint Blvd., PO Box 1495, Spokane, WA 99210-1495 + 500-358-7960 + FAX 509-358-7900

  
 

reature, ane
e of rencomplance may

   
 

ae Universty, U
dseiminaton.

Cooperaing agences
rployment are avalable c

 
 

Extension progans an

tough yo peraive Extension of"
17,letter,"123 Standard Road
Block 5 level 6 #07-89
Singapore 123456

9 February 2012

Director of Human Resource
Ministry of Education, Singapore
1 North Buona Vista Drive
Singapore 138675

Dear Sir/Madam

I am writing to apply for teacher internship program 2012 at Ministry of Education .
Through my undergraduate studies, participation in various competitions, and co-curricular
activities, I believe that I am a suitable candidate for this program.

Since I was a secondary student, mathematics has been a subject that I was interested
and skilled in. This interest aptly manifested itself by driving me to participate and won several
mathematics competitions. Moreover, the flames of this interest were further stoked in my
enrollment at the Applied Mathematics Undergraduate Degree Program in NUS. In reality, my
passion in mathematics was not developed overnight. I was once trapped in negative mindset of
learning mathematics until my teacher enlightened me with his teaching method. That
experience inspired me to pass on my experience to younger generations.

Through my experience at NUS, I was taught that subject expertise is not enough.
Beyond that, I believe that a teacher must also be a holistic individual who is able to educate
the students for life outside the classroom. One should be able to inspire in students sound
moral values such as honesty, and also be a good role model for students. In addition, teachers
must also be clear and effective in communication. To hone this aspect, I decided to take up a
course in professional communication and a public speaking series in NUS, and also a Student
Leadership Certification Program during my exchange in Canada. The lessons taught to me
were invaluable and I would love the opportunity to further enhance this skill set of mine in my
student internship.

With worldwide acclaimed curriculum and the opportunity of advancements in three
different tracks, working with MOE has been my long-term dream. I am confident that, with
my academic and non-academic skills, I can take care of Singapore's greatest asset: the young
generation. I look forward to hearing your favorable reply. Do feel free to contact me at my
mobile number (96747482) or my email (mereia.wijaya@gmail.com) should you have any

queries.

Yours Sincerely

Mercia Wijaya"
18,letter,"Huynh Ba Hoe
01 Church Street, 2nd Floor, Room 12, Nha Trang
Mobile: +84 120 5021 232

Email: busnbbaboc@amal.com

 

June 14%, 2013

Ms. Pham T. A, Manager of ABC
340, Nguyen Du Street, Hanoi
International Tourism & Trade Joint Stock Company

Dear Madam,

Post of ""Office Manager®

I was informed that there is a vacancy in your offce for the post of an Offce Manager. If this is so
I wish to offer myself as a candidate for the post you offered.

1 believe 1 meet allthe requirements lsted in your advertisement. 1 have strong office abiltics,
Including flng, organizing, and ward processing. ! could do letter compostion, take dictation and
message taking, notarize documents, presentation preperation, and project management, In
addition, 1 have good interpersonal and telephone skils; 1 have good command of English, Mandarin
Chinese as well as computer and Internet.

For your further consideration, 1 recently obtained my Bachelor's Degree with High Distinction in
Office Management rom Na Trang College of Tourism and Arts, Culture. As a graduate in this
major, 1 have acquainted myself with a range ofskils that would enable me to blend into the
organizations culture. My internship in my school provided me some experience on establishing and
implementing administrative polites and procedures for the office, reviewing and evaluating
complance to legal requirements and providing general administrative support to colleagues & the
Office Manager.

Apart from being a proactive learner, I was actively Involved in extra-curricular actives insde and
outside of campus. 1 am a self-motivated administration professional with exceptional interpersonal
and organizational skils. 1 am hardworking person, able to work well under pressure, creative,
pleasant, and convenience in dealing with people. ! am proud of myself on my problem-solving
abiltes using intlative and persistence, and always maintain integrity and loyalty:

I have attached my resume for your review and this should give you some idea of my educational
avallications and experience. 1 would lie to work for you and would appreciate the opportunity to
discuss ths positon with you in person:

Thank you very much for your attention 1 would be available fo interview at any me. 1 am
looking forward to hearing from you.

Yours truly,

Huynh Ba Hoe

Enclosures (1): a copy of my resume
e: Ms. Tran T. C - General Manager Human Resource

  

mode ntinhontine"
19,letter,"ac
Might te digit tia o treme

than titus

o

 

maine

 

«ho ie ha mantas trs Degree, h enne HCT) it a map in cope

 

«tag mat bate t poids in gh t moms on moines
o fot 1 n he Common Tan Panera ot Itron o Langue (ime the
Cancine Grav oi FK BETS rai pge het 50 1091

10,1001, i ae

 

Hame, Give, nln Stouts Sova lal, the Nettin Petal t;
Sei lts ii ct Cnt pat Oponc Pin thse

atte ati rome

 

 

 

»A tome anit Cnut ime eee rot at Cmte e soa ace in r an
au inom

minicar stie mi

 

moti t Novs
«Stata she hv eile o cane htm abies tms woh cor nar tan t nouts
wv tie po th eus (om uctoad sering on aet Polan lovin h tl nti r

anais ie mane in

~Abtvesiaitcnecomitmin

 

indain ces Suet nd tates
aut Wet hta ren Abusis haat vw ene ISC stot ,
Wnt msonin

+ =n +"
20,letter,"Synergie, s. r. 0.
Magdalena Modra

Zircon Office Centre
Sokolovska 84-86
Praha 8

186 00

Praha, 3. 10. 2007

Dear Mrs Modra,

I am responding to your advertisement in the Hospodarske noviny (8-11-07) for the
position of Finance Director, in an international development company.

The described scope of responsibilities is very interesting to me. | have gained solid
financial experience as a Financial Manager with my current employer, BBB a.s.
Currently, I am responsible for accounting, planning, reporting, managing payable and
receivables, plus tax and treasury. | also led several projects, which were focused on
implementing and increasing effectiveness of processes and on improving the financial
rating of the company.

I have gained valuable 'know-how' with development companies when | was an Audit
Manager with CCC, where most of my clients were from this sector. With my future
career steps, | would like to connect finance and development areas. The advertised
position appears to be a very good opportunity for me.

Throughout my career I have acquired solid management skills, especially experience
with leading people, managing processes and implementing change management
projects. Due to constant changes in accounting regulations I am accustomed to working
with new information and actively improving my knowledge.

Further information about my career path can be found in the attached CV. I would
welcome the opportunity to discuss my experience and qualifications with you in more
detail.

I look forward to hearing from you soon.

Peter Novotny
Kutlikova 18
Praha 10

110 00"
